action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,91570,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '19.39', 'le': '0.38', 'lle': '4.63', 'sei': '6.34'}",CHEMBL88483,,CHEMBL88483,6.66,0,http://www.openphacts.org/units/Nanomolar,163351,=,1,1,=,,IC50,nM,,220.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.22
,,91579,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2cc(-c3ccccc3)ccc2/C1=C/c1cc2c([nH]1)CCCC2,,,CHEMBL1133768,J Med Chem,2000.0,,CHEMBL313746,,CHEMBL313746,,0,http://www.openphacts.org/units/Nanomolar,163355,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,20.0
,,91588,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '25.39', 'le': '0.47', 'lle': '4.69', 'sei': '9.15'}",CHEMBL89363,,CHEMBL89363,7.52,0,http://www.openphacts.org/units/Nanomolar,163345,=,1,1,=,,IC50,nM,,30.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.03
,,92600,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '21.61', 'le': '0.39', 'lle': '2.03', 'sei': '11.47'}",CHEMBL276711,SEMAXANIB,CHEMBL276711,5.15,0,http://www.openphacts.org/units/Nanomolar,163338,=,1,1,=,,IC50,nM,,7080.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,7.08
,,96619,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)cc1,,,CHEMBL1133768,J Med Chem,2000.0,,CHEMBL313500,,CHEMBL313500,,0,http://www.openphacts.org/units/Nanomolar,163346,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,20.0
,,98655,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '21.11', 'le': '0.39', 'lle': '3.43', 'sei': '7.92'}",CHEMBL89010,,CHEMBL89010,6.51,0,http://www.openphacts.org/units/Nanomolar,163352,=,1,1,=,,IC50,nM,,310.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.31
,,98664,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '16.12', 'le': '0.32', 'lle': '4.65', 'sei': '4.71'}",CHEMBL86531,,CHEMBL86531,6.70,0,http://www.openphacts.org/units/Nanomolar,163342,=,1,1,=,,IC50,nM,,200.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.2
,,99527,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '19.53', 'le': '0.36', 'lle': '3.17', 'sei': '7.99'}",CHEMBL315753,,CHEMBL315753,6.57,0,http://www.openphacts.org/units/Nanomolar,163344,=,1,1,=,,IC50,nM,,270.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.27
,,104504,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ccc(Br)cc2/C1=C/c1cc2c([nH]1)CCCC2,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '14.21', 'le': '0.32', 'lle': '0.73', 'sei': '10.86'}",CHEMBL88606,,CHEMBL88606,4.88,0,http://www.openphacts.org/units/Nanomolar,163356,=,1,1,=,,IC50,nM,,13300.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,13.3
,,104513,[],CHEMBL678670,Evaluated for inhibitory activity towards Fibroblast growth factor receptor 1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,,,CHEMBL1133768,J Med Chem,2000.0,"{'bei': '16.04', 'le': '0.29', 'lle': '2.02', 'sei': '7.76'}",CHEMBL313821,,CHEMBL313821,7.10,0,http://www.openphacts.org/units/Nanomolar,163349,=,1,1,=,,IC50,nM,,80.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.08
,,106108,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '15.25', 'le': '0.30', 'lle': '2.75', 'sei': '11.39'}",CHEMBL51283,,CHEMBL51283,7.55,1,http://www.openphacts.org/units/Nanomolar,210147,=,1,1,=,,IC50,nM,,28.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.028
,,107292,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.42', 'le': '0.30', 'lle': '1.98', 'sei': '6.81'}",CHEMBL111913,,CHEMBL111913,5.24,0,http://www.openphacts.org/units/Nanomolar,210156,=,1,1,=,,IC50,nM,,5800.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,5.8
,,107296,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '16.24', 'le': '0.33', 'lle': '1.15', 'sei': '11.16'}",CHEMBL322298,,CHEMBL322298,6.68,0,http://www.openphacts.org/units/Nanomolar,210171,=,1,1,=,,IC50,nM,,210.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.21
,,107300,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '11.80', 'le': '0.27', 'lle': '-0.19', 'sei': '9.40'}",CHEMBL111434,,CHEMBL111434,5.62,0,http://www.openphacts.org/units/Nanomolar,210193,=,1,1,=,,IC50,nM,,2400.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,2.4
,,107304,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '15.05', 'le': '0.30', 'lle': '1.38', 'sei': '9.32'}",CHEMBL111197,,CHEMBL111197,6.43,0,http://www.openphacts.org/units/Nanomolar,210190,=,1,1,=,,IC50,nM,,370.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.37
,,108285,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '12.81', 'le': '0.26', 'lle': '0.12', 'sei': '8.64'}",CHEMBL113128,,CHEMBL113128,5.17,0,http://www.openphacts.org/units/Nanomolar,210167,=,1,1,=,,IC50,nM,,6800.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,6.8
,,108289,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '12.41', 'le': '0.25', 'lle': '0.60', 'sei': '6.76'}",CHEMBL109547,,CHEMBL109547,5.82,0,http://www.openphacts.org/units/Nanomolar,210183,=,1,1,=,,IC50,nM,,1500.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,1.5
,,109637,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN4CCCCC4)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.13', 'le': '0.28', 'lle': '1.50', 'sei': '10.25'}",CHEMBL323775,,CHEMBL323775,7.41,0,http://www.openphacts.org/units/Nanomolar,210197,=,1,1,=,,IC50,nM,,39.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.039
,,111012,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.63', 'le': '0.30', 'lle': '1.82', 'sei': '7.65'}",CHEMBL111365,,CHEMBL111365,6.27,0,http://www.openphacts.org/units/Nanomolar,210169,=,1,1,=,,IC50,nM,,540.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.54
,,111016,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CCNCCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.82', 'le': '0.30', 'lle': '2.15', 'sei': '8.86'}",CHEMBL113521,,CHEMBL113521,7.18,0,http://www.openphacts.org/units/Nanomolar,210179,=,1,1,=,,IC50,nM,,66.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.066
,,112442,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998.0,,CHEMBL51573,,CHEMBL51573,,0,http://www.openphacts.org/units/Nanomolar,210155,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,50.0
,,112446,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '13.34', 'le': '0.27', 'lle': '1.19', 'sei': '7.57'}",CHEMBL110034,,CHEMBL110034,5.50,0,http://www.openphacts.org/units/Nanomolar,210175,=,1,1,=,,IC50,nM,,3150.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,3.15
,,112450,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.38', 'le': '0.29', 'lle': '0.99', 'sei': '9.19'}",CHEMBL113023,,CHEMBL113023,6.35,0,http://www.openphacts.org/units/Nanomolar,210185,=,1,1,=,,IC50,nM,,450.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.45
,,113787,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '13.52', 'le': '0.27', 'lle': '2.49', 'sei': '9.99'}",CHEMBL106232,,CHEMBL106232,6.62,1,http://www.openphacts.org/units/Nanomolar,210159,=,1,1,=,,IC50,nM,,240.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.24
,,113791,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '16.61', 'le': '0.33', 'lle': '2.56', 'sei': '8.87'}",CHEMBL327127,,CHEMBL327127,7.10,0,http://www.openphacts.org/units/Nanomolar,210186,=,1,1,=,,IC50,nM,,80.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.08
,,114999,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '16.51', 'le': '0.33', 'lle': '2.07', 'sei': '8.53'}",CHEMBL323405,,CHEMBL323405,6.82,0,http://www.openphacts.org/units/Nanomolar,210187,=,1,1,=,,IC50,nM,,150.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.15
,,115003,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '15.91', 'le': '0.32', 'lle': '2.88', 'sei': '7.64'}",CHEMBL331366,,CHEMBL331366,7.26,0,http://www.openphacts.org/units/Nanomolar,210180,=,1,1,=,,IC50,nM,,55.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.055
,,116314,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '11.80', 'le': '0.24', 'lle': '-0.06', 'sei': '8.12'}",CHEMBL113356,,CHEMBL113356,4.85,0,http://www.openphacts.org/units/Nanomolar,210165,=,1,1,=,,IC50,nM,,14000.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,14.0
,,118829,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998.0,,CHEMBL299347,,CHEMBL299347,,0,http://www.openphacts.org/units/Nanomolar,210164,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,50.0
,,118833,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '13.92', 'le': '0.28', 'lle': '1.31', 'sei': '8.13'}",CHEMBL324926,,CHEMBL324926,6.37,0,http://www.openphacts.org/units/Nanomolar,210184,=,1,1,=,,IC50,nM,,430.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.43
,,119920,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '16.94', 'le': '0.35', 'lle': '2.03', 'sei': '10.29'}",CHEMBL109759,,CHEMBL109759,6.16,0,http://www.openphacts.org/units/Nanomolar,210151,=,1,1,=,,IC50,nM,,700.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.7
,,121234,[],CHEMBL676878,Inhibition of fibroblast growth factor receptor (FGFr),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(CC)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.29', 'le': '0.29', 'lle': '1.27', 'sei': '10.41'}",CHEMBL112914,,CHEMBL112914,7.52,0,http://www.openphacts.org/units/Nanomolar,210143,=,1,1,=,,IC50,nM,,30.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.03
,,121281,[],CHEMBL678675,Inhibitory concentration evaluated against fibroblast growth factor receptor 1.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '15.42', 'le': '0.31', 'lle': '2.48', 'sei': '10.33'}",CHEMBL112080,,CHEMBL112080,7.47,0,http://www.openphacts.org/units/Nanomolar,210178,=,1,1,=,,IC50,nM,,34.0,CHEMBL3650,Homo sapiens,Fibroblast growth factor receptor 1,9606,,,IC50,uM,UO_0000065,,0.034
